,NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
255,Shaquille Harrison,Bro,G,28.49,2,11.3,23.5,15.3,25.0,0,0.0,4,0.5,2,0.0,0.333,0.333,2.0,2.0,9.7,1.5,17.0,0.5,0.5,1.0,6.4,75.6,101.8
256,Tobias Harris,Phi,F,29.71,67,35.0,72.9,21.9,9.0,192,0.844,706,0.53,247,0.356,0.531,0.566,17.5,6.9,11.0,3.5,16.2,0.58,0.61,1.54,8.6,113.4,107.4
257,Isaiah Hartenstein,Lac,C-F,23.91,63,17.4,36.2,18.5,16.5,121,0.669,313,0.649,17,0.353,0.642,0.659,8.0,4.7,14.0,2.2,20.1,0.76,1.14,1.21,10.0,126.1,96.8
258,Josh Hart,Nor,G,27.07,41,33.5,69.8,16.7,15.1,154,0.753,256,0.598,130,0.323,0.56,0.604,13.4,7.8,12.8,4.1,17.7,1.1,0.27,1.98,9.0,117.9,104.9
259,Josh Hart,Por,G,27.07,13,32.1,66.8,25.0,13.7,57,0.772,100,0.61,83,0.373,0.587,0.622,19.9,5.4,9.2,4.3,22.9,1.23,0.15,2.54,9.6,116.8,111.3
260,Udonis Haslem,Mia,F,41.81,11,5.6,11.6,22.0,13.2,3,1.0,22,0.545,3,0.333,0.54,0.57,2.7,1.7,17.5,0.3,8.1,0.09,0.09,0.36,7.9,106.9,89.2
261,Sam Hauser,Bos,F,24.31,22,5.3,11.1,14.7,5.1,0,0.0,4,0.5,33,0.455,0.662,0.662,2.2,0.9,9.2,0.2,5.0,0.05,0.09,0.09,5.5,129.4,105.5
262,Jaxson Hayes,Nor,C-F,21.86,64,19.6,40.9,16.1,10.8,171,0.772,299,0.676,45,0.356,0.657,0.696,9.1,4.4,12.4,0.6,4.6,0.44,0.83,0.8,5.9,133.5,103.4
263,Killian Hayes,Det,G,20.68,61,24.9,51.8,15.2,19.8,68,0.765,256,0.441,144,0.264,0.425,0.456,6.4,3.2,7.0,4.2,24.4,1.13,0.52,1.74,7.1,95.8,105.5
264,Gordon Hayward,Cha,F,32.03,48,32.2,67.1,20.8,10.6,149,0.846,393,0.499,218,0.39,0.529,0.571,16.1,4.6,7.5,3.6,16.1,0.96,0.46,1.67,8.0,113.4,112.3
265,Aaron Henry,Phi,F,22.59,6,2.8,5.9,18.6,28.6,0,0.0,4,0.25,1,0.0,0.2,0.2,0.3,0.2,3.3,0.0,0.0,0.0,0.33,0.33,0.0,,
266,Juancho Hernangomez,Bos,F,26.51,18,5.3,11.1,17.0,16.2,9,0.667,9,0.222,18,0.167,0.241,0.307,1.1,1.4,14.1,0.2,4.0,0.22,0.11,0.33,5.1,75.0,101.0
267,Juancho Hernangomez,San,F,26.51,5,10.1,21.1,8.1,20.5,4,0.75,3,0.667,3,0.0,0.333,0.451,1.4,3.0,15.5,0.6,6.9,0.2,0.2,0.4,5.4,105.8,115.0
268,Juancho Hernangomez,Uta,F,26.51,13,16.9,35.3,12.5,11.1,14,0.429,12,0.667,38,0.421,0.64,0.623,5.4,3.3,10.7,0.8,6.8,0.46,0.54,0.54,5.7,121.9,106.0
269,Willy Hernangomez,Nor,C-F,27.85,45,16.3,34.0,22.6,12.2,123,0.756,274,0.54,11,0.364,0.54,0.591,8.9,6.5,21.9,1.2,11.6,0.42,0.4,1.04,10.1,122.3,100.9
270,Tyler Herro,Mia,G,22.2,62,32.6,67.8,28.8,12.1,205,0.873,645,0.479,415,0.388,0.519,0.556,20.6,4.9,8.5,3.9,20.6,0.68,0.13,2.56,9.0,106.6,108.4
271,Buddy Hield,Sac,G,29.29,55,28.6,59.6,22.4,10.9,92,0.87,198,0.419,495,0.368,0.514,0.54,14.4,4.0,7.6,1.9,9.9,0.87,0.27,1.64,6.7,103.3,111.6
272,Buddy Hield,Ind,G,29.29,21,35.9,74.8,22.1,12.1,31,0.871,155,0.542,173,0.376,0.553,0.571,18.6,4.9,7.5,4.8,20.5,0.95,0.38,2.24,8.5,112.0,112.4
273,Haywood Highsmith,Mia,F,25.31,16,7.3,15.2,11.4,6.7,4,0.5,9,0.222,17,0.412,0.481,0.486,1.7,1.3,10.2,0.1,2.3,0.06,0.13,0.13,3.3,107.2,104.5
274,George Hill,Mil,G,35.91,49,23.8,49.6,11.6,11.7,56,0.911,128,0.555,127,0.315,0.514,0.56,6.4,2.9,6.5,2.2,12.3,0.78,0.12,0.76,5.8,118.9,109.8
275,Malcolm Hill,Atl,F,26.43,3,15.3,31.9,9.3,0.0,4,1.0,3,0.667,5,0.6,0.813,0.871,5.7,2.0,7.2,0.3,2.9,1.33,0.33,0.0,3.9,183.6,99.2
276,Malcolm Hill,Chi,F,26.43,14,10.8,22.5,13.8,4.2,10,0.7,12,0.667,29,0.345,0.561,0.584,3.8,1.9,9.6,0.3,3.5,0.14,0.14,0.14,4.8,124.2,107.3
277,Solomon Hill,Atl,F,31.04,13,10.7,22.3,6.6,4.8,0,0.0,7,0.143,13,0.154,0.2,0.2,0.6,1.8,9.0,0.9,10.2,0.31,0.15,0.08,3.7,87.7,106.0
278,Nate Hinton,Ind,G-F,22.81,2,1.2,2.5,35.7,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,
279,Jaylen Hoard,Okc,F,23.01,1,1.8,3.8,24.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,
280,Aaron Holiday,Was,G,25.5,41,16.2,33.7,18.0,14.5,35,0.8,147,0.524,67,0.343,0.521,0.547,6.1,1.6,5.6,1.9,17.2,0.59,0.22,0.95,6.5,104.8,108.5
281,Aaron Holiday,Pho,G,25.5,17,17.0,35.5,18.7,16.8,23,0.957,70,0.443,24,0.542,0.537,0.591,7.2,2.6,8.2,3.7,28.8,0.94,0.0,1.24,9.7,120.2,103.0
282,Jrue Holiday,Mil,G,31.8,62,33.4,69.6,23.8,15.2,171,0.766,603,0.546,297,0.411,0.569,0.592,18.6,4.6,7.2,6.7,31.4,1.66,0.42,2.82,9.9,116.7,107.9
283,Justin Holiday,Ind,F-G,32.99,49,28.9,60.2,15.9,9.3,41,0.829,122,0.516,336,0.378,0.553,0.568,11.0,2.8,5.3,1.8,8.9,0.73,0.37,1.0,5.3,111.3,113.2
284,Justin Holiday,Sac,F-G,32.99,20,26.7,55.7,16.2,9.4,21,0.762,47,0.404,127,0.299,0.437,0.458,8.4,2.3,4.7,1.5,7.4,0.75,0.75,0.95,4.6,93.5,112.6
285,Richaun Holmes,Sac,F,28.46,45,23.9,49.7,15.8,14.2,90,0.778,295,0.664,5,0.4,0.663,0.689,10.4,7.0,16.0,1.1,6.8,0.38,0.93,1.24,7.2,128.2,104.7
286,Rodney Hood,Mil,G-F,29.44,39,14.9,31.1,10.6,4.9,14,0.929,51,0.431,80,0.3,0.443,0.47,3.3,1.7,6.1,0.8,6.6,0.31,0.1,0.18,4.4,107.1,111.3
287,Rodney Hood,Lac,G-F,29.44,9,8.9,18.6,13.3,12.3,3,0.667,13,0.385,7,0.429,0.475,0.492,2.3,0.8,4.6,0.6,8.6,0.22,0.22,0.33,4.6,98.9,114.7
288,Scotty Hopson,Okc,G-F,32.65,1,17.7,36.9,14.6,33.3,0,0.0,3,0.667,1,0.0,0.5,0.5,4.0,1.0,2.9,1.0,8.3,0.0,0.0,2.0,3.6,69.5,114.4
289,Al Horford,Bos,C-F,35.83,65,29.0,60.5,15.0,9.7,94,0.84,284,0.567,253,0.32,0.526,0.557,9.9,7.6,14.2,3.3,16.3,0.71,1.35,0.95,8.7,121.4,101.5
290,Talen Horton-Tucker,Lal,G,21.35,55,25.2,52.5,18.6,13.0,102,0.775,309,0.492,166,0.271,0.462,0.498,9.4,3.2,6.7,2.6,14.5,0.93,0.51,1.42,6.8,100.3,107.2
291,Danuel House Jr.,Hou,F-G,28.82,16,14.5,30.3,18.3,17.9,19,0.895,40,0.375,34,0.294,0.405,0.467,4.8,2.7,10.1,1.2,11.6,0.31,0.31,1.13,6.9,89.0,112.3
292,Danuel House Jr.,Nyk,F-G,28.82,1,3.4,7.1,12.9,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
293,Danuel House Jr.,Uta,F-G,28.82,20,18.3,38.2,12.8,6.5,26,0.692,30,0.533,59,0.441,0.618,0.637,6.4,2.6,7.8,1.2,8.6,0.55,0.4,0.35,5.9,133.2,107.0
294,Dwight Howard,Lal,C-F,36.31,55,15.6,32.5,14.5,14.9,122,0.639,180,0.606,11,0.636,0.626,0.648,5.8,5.8,19.8,0.5,4.9,0.56,0.6,0.78,6.6,128.3,100.1
295,Markus Howard,Den,G,23.08,29,5.1,10.7,27.9,6.3,15,0.867,22,0.227,60,0.433,0.537,0.57,3.5,0.3,3.4,0.2,6.2,0.28,0.0,0.21,4.7,106.9,107.8
296,Kevin Huerter,Atl,G-F,23.6,69,29.5,61.6,17.5,10.6,50,0.8,329,0.529,380,0.392,0.561,0.571,12.1,3.4,6.3,2.7,13.1,0.72,0.36,1.26,6.5,111.4,110.4
297,Jay Huff,Lal,C,24.6,4,5.1,10.6,8.5,25.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1.0,10.5,0.3,5.8,0.25,0.25,0.25,0.0,34.2,110.6
298,Elijah Hughes,Uta,G,24.06,14,8.0,16.7,17.3,15.8,3,1.0,8,0.625,28,0.357,0.556,0.576,3.1,1.2,8.3,0.4,7.5,0.29,0.07,0.5,5.7,104.7,107.3
299,Elijah Hughes,Por,G,24.06,17,14.6,30.4,16.0,6.5,4,0.5,32,0.406,52,0.231,0.369,0.373,3.8,1.9,7.3,0.8,7.4,0.41,0.29,0.35,4.9,82.1,109.9
300,De'Andre Hunter,Atl,F-G,24.33,48,29.8,62.0,19.7,9.6,146,0.76,337,0.487,181,0.37,0.511,0.55,13.3,3.2,5.9,1.3,6.2,0.73,0.4,1.29,5.1,105.8,109.2
301,Chandler Hutchison,Pho,F-G,25.93,6,3.7,7.8,13.3,58.1,2,1.0,2,0.5,0,0.0,0.5,0.694,0.7,0.8,12.0,0.3,10.4,0.0,0.0,0.67,6.0,,
302,Bones Hyland,Den,G,21.54,64,18.6,38.8,23.9,12.2,113,0.841,197,0.447,321,0.377,0.52,0.558,9.9,2.8,8.2,2.5,20.0,0.58,0.25,1.23,8.8,108.4,102.2
303,Serge Ibaka,Lac,F,32.54,35,15.4,32.1,19.4,13.9,29,0.69,130,0.538,62,0.387,0.552,0.567,6.6,4.3,14.6,1.0,10.3,0.2,0.74,0.94,7.9,108.8,101.8
304,Serge Ibaka,Mil,F,32.54,17,17.7,36.8,15.0,7.6,15,0.8,57,0.596,34,0.353,0.571,0.594,6.8,5.1,15.1,0.6,4.7,0.24,0.41,0.47,6.2,121.0,99.4
305,Andre Iguodala,Gol,G-F,38.17,28,19.6,40.9,11.2,18.3,18,0.778,42,0.643,66,0.242,0.472,0.5,4.1,3.3,9.1,3.6,24.4,0.86,0.75,0.93,7.5,116.3,105.1
306,Joe Ingles,Uta,F-G,34.5,45,24.9,51.9,13.3,13.5,22,0.773,60,0.617,225,0.347,0.54,0.551,7.2,2.9,6.4,3.5,19.0,0.51,0.11,1.02,6.7,117.0,107.9
307,Brandon Ingram,Nor,F,24.58,52,34.0,70.7,29.5,11.4,297,0.818,721,0.503,219,0.329,0.501,0.553,22.8,5.7,9.3,5.5,27.9,0.63,0.44,2.65,10.5,111.2,109.6
308,Kyrie Irving,Bro,G,30.02,24,36.9,76.8,29.3,9.8,113,0.912,308,0.506,184,0.418,0.552,0.596,26.9,4.2,6.2,5.6,25.2,1.33,0.67,2.46,9.3,117.2,110.0
309,Wes Iwundu,Atl,F,27.28,3,27.4,57.1,11.0,4.8,4,0.75,13,0.385,5,0.6,0.528,0.557,7.3,4.3,8.7,0.0,0.0,0.33,0.0,0.33,0.0,115.1,109.0
310,Jaren Jackson Jr.,Mem,F-C,22.54,75,27.2,56.7,25.4,10.0,326,0.819,611,0.48,385,0.319,0.479,0.536,16.3,5.8,11.1,1.1,5.8,0.93,2.27,1.68,6.9,108.4,99.0
311,Frank Jackson,Det,G,23.91,48,21.7,45.1,20.8,7.1,83,0.807,180,0.533,252,0.31,0.493,0.526,10.3,1.5,3.9,1.0,7.2,0.52,0.19,0.75,4.6,104.2,112.3
312,Isaiah Jackson,Ind,F,20.22,31,13.4,27.8,23.6,13.6,72,0.653,152,0.572,13,0.308,0.564,0.592,7.5,4.1,17.2,0.3,3.4,0.52,1.32,1.0,6.3,112.3,97.0
313,Josh Jackson,Det,G-F,25.14,39,18.1,37.8,19.0,12.1,56,0.714,138,0.529,113,0.265,0.47,0.501,7.1,3.2,9.4,1.3,10.7,0.54,0.46,0.97,6.8,97.7,106.4
314,Josh Jackson,Sac,G-F,25.14,7,4.4,9.1,26.3,16.0,4,0.75,7,0.429,7,0.0,0.214,0.286,1.3,0.4,5.3,0.3,8.8,0.29,0.14,0.43,4.9,57.1,92.9
315,Justin Jackson,Bos,F,27.01,1,2.0,4.2,41.5,0.0,2,1.0,1,0.0,0,0.0,0.0,0.532,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
316,Justin Jackson,Pho,F,27.01,6,5.8,12.0,18.8,6.7,0,0.0,5,0.4,9,0.333,0.464,0.464,2.2,1.2,10.9,0.3,7.6,0.0,0.0,0.17,6.4,96.5,103.0
317,Reggie Jackson,Lac,G,31.96,72,31.3,65.1,27.8,11.6,161,0.845,688,0.439,495,0.333,0.464,0.492,17.2,3.7,6.1,4.8,25.0,0.72,0.18,2.29,8.6,99.3,108.8
318,LeBron James,Lal,F,37.25,55,37.2,77.5,32.3,12.4,324,0.756,758,0.619,440,0.359,0.589,0.618,30.1,8.2,11.8,6.3,30.8,1.31,1.07,3.45,12.5,116.9,109.3
319,DeJon Jarreau,Ind,G,24.19,1,0.9,1.9,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
320,DaQuan Jeffries,Mem,G-F,24.59,3,2.9,6.1,9.3,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.7,0.7,11.8,0.3,14.4,0.0,0.0,0.0,7.3,,
321,Ty Jerome,Okc,G-F,24.73,48,16.7,34.8,20.8,9.6,47,0.809,142,0.493,186,0.29,0.46,0.488,7.1,1.6,5.0,2.3,21.4,0.63,0.1,0.77,7.1,103.4,107.8
322,Isaiah Joe,Phi,G,22.75,52,10.9,22.7,15.1,8.4,26,0.923,38,0.421,124,0.323,0.469,0.507,3.4,1.0,4.9,0.6,8.2,0.23,0.06,0.31,4.7,102.4,108.3
323,Alize Johnson,Chi,F,25.94,16,7.5,15.7,12.5,23.5,7,0.571,21,0.571,2,0.0,0.522,0.537,1.8,2.3,16.7,0.5,8.6,0.19,0.0,0.5,6.8,112.7,102.4
324,Alize Johnson,Was,F,25.94,3,6.1,12.6,23.1,31.8,1,0.0,4,0.5,2,0.0,0.333,0.311,1.3,4.0,36.3,0.0,0.0,0.0,0.0,1.0,0.0,73.8,112.1
325,Alize Johnson,Nor,F,25.94,4,7.1,14.8,19.3,7.8,4,0.75,10,0.3,0,0.0,0.3,0.383,2.3,3.3,25.1,0.3,4.8,0.5,0.0,0.25,7.4,106.4,99.8
326,BJ Johnson,Orl,F,26.28,4,16.2,33.6,16.7,0.0,0,0.0,15,0.467,10,0.4,0.52,0.52,6.5,3.8,12.3,0.0,0.0,0.0,0.25,0.0,0.0,113.4,111.5
327,Cameron Johnson,Pho,F,26.08,60,26.3,54.8,17.3,5.9,102,0.873,194,0.526,355,0.448,0.62,0.648,12.8,4.1,8.4,1.5,7.6,0.83,0.23,0.62,6.5,127.2,104.7
328,David Johnson,Tor,G,21.09,2,1.0,2.1,21.4,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
329,James Johnson,Bro,F,35.11,61,19.0,39.6,13.8,12.4,53,0.528,220,0.545,83,0.277,0.51,0.516,5.5,3.4,9.7,2.1,14.7,0.49,0.56,0.75,7.2,109.9,102.4
330,Jalen Johnson,Atl,F,20.29,19,5.9,12.2,20.1,17.6,7,0.714,27,0.704,12,0.25,0.603,0.618,2.7,1.3,12.3,0.2,4.1,0.16,0.11,0.47,6.0,100.6,107.5
331,Joe Johnson,Bos,G-F,40.76,1,2.0,4.2,22.1,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
332,Keldon Johnson,San,F-G,22.47,70,31.8,66.3,21.0,7.8,207,0.754,572,0.507,360,0.397,0.541,0.569,16.6,6.1,10.1,2.0,8.9,0.76,0.17,1.24,7.4,112.7,110.3
333,Keon Johnson,Lac,G,20.06,15,9.0,18.7,22.0,10.4,21,0.762,40,0.35,11,0.273,0.363,0.44,3.5,1.4,8.2,0.9,13.9,0.47,0.13,0.47,7.3,95.5,96.9
334,Keon Johnson,Por,G,20.06,16,23.7,49.3,20.1,14.7,22,0.818,86,0.337,55,0.345,0.408,0.441,8.3,2.8,6.3,1.9,11.6,0.88,0.38,1.63,6.0,89.2,111.4
335,Stanley Johnson,Lal,F-G,25.84,42,22.1,46.1,11.8,9.0,48,0.75,125,0.576,86,0.337,0.547,0.575,6.4,3.0,7.3,1.7,10.2,0.9,0.33,0.55,5.8,119.9,106.2
336,Tyler Johnson,Phi,G,29.9,3,12.7,26.5,13.0,9.1,0,0.0,3,0.333,7,0.429,0.55,0.55,3.7,2.0,8.7,0.7,7.5,0.33,0.33,0.33,5.4,109.0,103.1
337,Tyler Johnson,San,G,29.9,3,17.7,36.9,8.7,9.1,0,0.0,4,0.0,6,0.333,0.3,0.3,2.0,2.0,5.9,1.7,10.9,0.67,0.67,0.33,4.3,88.7,112.1
338,Nikola Jokic,Den,C,27.11,70,33.2,69.2,31.5,15.9,437,0.812,934,0.649,275,0.345,0.619,0.661,26.5,13.5,22.8,8.0,43.3,1.41,0.87,3.77,17.1,126.5,100.9
339,Derrick Jones Jr.,Chi,F,25.12,46,17.5,36.5,12.3,11.1,61,0.787,123,0.634,50,0.32,0.59,0.631,5.5,3.4,10.8,0.5,4.1,0.48,0.67,0.54,4.8,126.3,103.5
340,Carlik Jones,Dal,G,24.27,3,6.4,13.3,25.5,27.6,2,1.0,6,0.0,1,0.0,0.0,0.127,0.7,1.0,8.6,1.7,32.0,0.33,0.0,1.0,6.6,51.8,112.0
341,Carlik Jones,Den,G,24.27,2,2.0,4.2,22.0,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
342,Damian Jones,Sac,C,26.75,51,16.9,35.3,15.7,15.8,103,0.709,197,0.685,24,0.333,0.665,0.689,7.2,4.1,13.1,1.2,10.1,0.43,0.75,0.98,7.8,127.7,103.9
343,Herbert Jones,Nor,F,23.49,73,30.0,62.5,13.8,13.8,148,0.845,388,0.531,154,0.344,0.527,0.573,9.5,3.8,7.0,2.2,10.2,1.67,0.75,1.33,5.7,113.7,104.3
344,Jemerrio Jones,Lal,F,26.98,2,7.4,15.3,8.8,0.0,0,0.0,3,0.667,0,0.0,0.667,0.667,2.0,1.5,10.9,0.0,0.0,0.5,0.0,0.0,0.0,156.2,102.5
345,Kai Jones,Cha,C-F,21.2,19,3.0,6.3,16.6,26.6,8,0.375,11,0.636,2,0.5,0.654,0.605,1.1,0.6,10.1,0.2,9.4,0.05,0.0,0.32,6.8,,
346,Mason Jones,Lal,G,23.7,2,4.4,9.2,48.4,10.1,2,0.5,6,0.333,2,0.0,0.25,0.282,2.5,1.0,12.1,0.0,0.0,0.5,0.0,0.5,0.0,60.3,101.0
347,Tre Jones,San,G,22.23,63,15.3,31.9,15.2,11.7,71,0.789,238,0.546,39,0.128,0.496,0.537,5.3,2.1,7.1,3.0,25.4,0.54,0.1,0.65,8.4,118.0,110.2
348,Tyus Jones,Mem,G,25.89,70,21.0,43.8,16.6,7.2,66,0.818,327,0.495,197,0.381,0.524,0.545,8.6,2.4,6.0,4.4,28.0,0.91,0.03,0.61,8.6,125.4,111.8
349,DeAndre Jordan,Lal,C,33.69,32,12.8,26.6,12.8,17.3,26,0.462,89,0.674,0,0.0,0.674,0.657,4.1,5.4,22.5,0.4,4.5,0.31,0.81,0.66,6.5,125.1,99.6
350,DeAndre Jordan,Phi,C,33.69,12,13.5,28.1,15.7,23.1,12,0.833,38,0.474,0,0.0,0.474,0.531,3.8,5.5,22.7,0.4,4.4,0.17,0.5,1.08,6.0,108.6,101.9
351,Cory Joseph,Det,G,30.61,65,24.6,51.3,14.3,15.9,113,0.885,243,0.465,157,0.414,0.526,0.579,8.0,2.7,5.9,3.6,21.8,0.65,0.26,1.31,6.9,115.2,109.4
352,Georgios Kalaitzakis,Mil,F,23.24,9,5.3,11.1,17.0,21.1,9,0.444,7,0.429,4,0.5,0.545,0.535,1.8,0.9,8.8,0.0,0.0,0.11,0.11,0.44,0.0,94.0,98.4
353,Frank Kaminsky,Pho,F-C,28.99,9,20.1,41.9,19.0,6.3,20,0.9,51,0.608,15,0.333,0.583,0.635,10.6,4.6,12.2,1.4,10.1,0.89,0.78,0.56,8.1,131.0,101.5
354,Luke Kennard,Lac,G,25.77,66,27.5,57.3,16.4,8.3,70,0.9,197,0.437,394,0.449,0.595,0.616,11.6,3.3,6.3,2.0,10.9,0.58,0.09,0.85,6.2,118.4,110.1
355,Braxton Key,Phi,F,25.13,2,3.2,6.7,28.2,50.0,0,0.0,1,1.0,1,0.0,0.5,0.5,1.0,1.0,17.4,0.5,24.0,0.5,0.0,1.0,9.9,,
356,George King,Dal,F-G,28.21,4,4.8,10.0,16.1,14.5,2,0.5,1,0.0,4,0.0,0.0,0.085,0.3,1.3,14.4,0.0,0.0,0.0,0.0,0.25,0.0,16.7,87.3
357,Louis King,Sac,F,22.99,10,10.4,21.6,21.2,0.0,10,0.7,20,0.35,27,0.296,0.404,0.438,4.5,1.2,6.3,0.9,12.5,0.2,0.1,0.0,6.5,100.0,105.4
358,Corey Kispert,Was,F,23.08,71,22.8,47.5,14.7,8.4,58,0.862,177,0.616,287,0.345,0.555,0.577,8.0,2.6,6.2,1.0,6.5,0.42,0.31,0.63,4.8,113.6,114.3
359,Maxi Kleber,Dal,F,30.17,58,24.6,51.1,13.4,10.9,65,0.708,99,0.586,250,0.324,0.514,0.536,7.0,5.9,13.4,1.2,6.7,0.5,0.98,0.79,6.0,110.1,100.6
360,Brandon Knight,Dal,G,30.33,4,15.4,32.0,23.1,12.7,8,1.0,8,0.75,16,0.25,0.5,0.581,8.0,1.8,6.3,2.0,20.0,0.25,0.0,1.0,8.0,113.1,104.8
361,Nathan Knight,Min,F-C,24.53,36,7.0,14.5,19.6,14.4,57,0.737,66,0.53,10,0.3,0.52,0.599,3.4,2.1,16.3,0.5,10.7,0.19,0.22,0.47,8.7,121.5,98.2
362,Kevin Knox II,Nyk,F,22.64,13,8.5,17.8,19.5,10.1,10,0.7,12,0.417,28,0.357,0.5,0.529,3.6,1.7,10.6,0.2,4.2,0.15,0.08,0.38,5.0,107.3,110.6
363,Kevin Knox II,Atl,F,22.64,15,7.2,15.0,19.6,4.1,10,0.8,19,0.579,23,0.217,0.44,0.485,3.0,1.3,10.1,0.5,9.1,0.13,0.07,0.13,6.9,108.6,105.6
364,John Konchar,Mem,G,26.03,67,17.7,36.9,9.7,9.3,44,0.568,119,0.605,116,0.405,0.606,0.609,4.6,4.5,13.2,1.4,9.8,0.64,0.31,0.39,6.9,131.4,104.6
365,Furkan Korkmaz,Phi,G-F,24.69,62,21.9,45.7,17.6,8.6,78,0.795,197,0.523,255,0.298,0.48,0.51,8.0,2.8,7.0,2.0,13.3,0.52,0.11,0.74,6.5,104.6,111.1
366,Luke Kornet,Cle,F-C,26.71,2,7.5,15.5,18.7,0.0,3,0.667,4,0.25,1,0.0,0.2,0.316,2.0,1.5,11.1,0.5,8.9,0.0,0.5,0.0,6.1,96.8,108.9
367,Luke Kornet,Mil,F-C,26.71,1,3.0,6.3,14.3,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,,
368,Luke Kornet,Bos,F-C,26.71,8,5.2,10.8,12.2,0.0,1,0.0,9,0.556,2,0.0,0.455,0.437,1.3,1.4,14.3,0.4,10.2,0.25,0.0,0.0,6.9,120.9,101.4
369,Vit Krejci,Okc,G,21.78,24,19.7,41.1,11.5,14.3,15,0.933,33,0.485,68,0.397,0.559,0.59,5.3,2.9,7.6,1.5,10.5,0.58,0.21,0.75,5.8,114.5,106.4
370,Arnoldas Kulboka,Cha,F,24.24,1,2.7,5.6,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
371,Jonathan Kuminga,Gol,F,19.49,65,16.8,35.0,23.0,12.2,176,0.682,287,0.599,140,0.307,0.554,0.588,9.1,3.3,10.7,0.9,8.0,0.4,0.31,1.08,7.1,109.8,98.4
372,Kyle Kuzma,Was,F,26.69,66,33.4,69.6,24.2,14.0,219,0.712,561,0.526,375,0.341,0.52,0.547,17.1,8.5,14.0,3.5,16.5,0.64,0.86,2.55,9.6,103.3,109.2
373,Anthony Lamb,San,F,24.2,2,3.9,8.0,10.9,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.5,6.8,1.0,28.9,0.0,0.0,0.0,0.0,,
374,Jeremy Lamb,Ind,G-F,29.84,39,15.7,32.8,20.1,8.4,80,0.838,111,0.414,117,0.333,0.458,0.524,7.1,2.4,8.5,1.3,11.7,0.59,0.36,0.62,7.2,110.4,111.4
375,Jeremy Lamb,Sac,G-F,29.84,12,19.3,40.2,19.7,6.6,19,0.789,53,0.453,38,0.316,0.462,0.498,8.3,4.1,11.5,1.7,12.6,0.33,0.58,0.58,8.0,107.6,113.9
376,Jock Landale,San,C,26.43,50,10.7,22.3,18.3,12.4,34,0.853,108,0.639,81,0.321,0.571,0.601,4.9,2.4,11.8,0.9,11.1,0.2,0.26,0.58,8.2,120.2,108.1
377,Romeo Langford,Bos,G-F,22.43,44,16.6,34.5,13.0,7.4,34,0.588,101,0.495,83,0.349,0.508,0.52,4.7,2.4,7.7,0.4,3.6,0.48,0.36,0.36,4.0,108.0,104.9
378,Romeo Langford,San,G-F,22.43,1,16.1,33.5,15.1,0.0,4,0.25,3,1.0,1,0.0,0.75,0.608,7.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,113.5,120.9
379,Zach LaVine,Chi,G-F,27.06,64,34.9,72.8,29.0,11.4,363,0.848,687,0.531,454,0.392,0.554,0.604,24.6,4.7,7.5,4.5,20.7,0.63,0.34,2.61,9.2,114.5,112.1
380,Jake Layman,Min,F,28.07,33,6.5,13.5,16.8,11.6,14,0.714,36,0.556,34,0.206,0.436,0.466,2.2,1.0,8.2,0.3,5.7,0.18,0.15,0.3,5.4,92.9,110.7
381,Damion Lee,Gol,G-F,29.44,59,20.0,41.7,15.7,8.5,70,0.871,178,0.539,181,0.343,0.526,0.563,7.4,3.2,8.7,1.0,7.0,0.63,0.08,0.61,5.7,111.3,103.3
382,Saben Lee,Det,G,22.77,34,15.3,31.8,17.0,13.2,53,0.792,103,0.456,52,0.25,0.429,0.491,5.1,2.2,7.9,2.4,23.7,0.94,0.32,0.79,7.8,106.2,108.6
